Date,Open,High,Low,Close,Adj Close,Volume,PriceChange,VolumeChange
1/2/81,135.759995,137.100006,134.610001,136.339996,136.339996,28870000,0.427225266,-29.9441883
1/5/81,136.339996,139.240005,135.860001,137.970001,137.970001,58710000,1.195544263,103.3598892
1/6/81,137.970001,140.320007,135.779999,138.119995,138.119995,67400000,0.108714937,14.80156702
1/7/81,136.020004,136.020004,132.300003,135.080002,135.080002,92890000,-2.200979663,37.8189911
1/8/81,135.080002,136.100006,131.960007,133.059998,133.059998,55350000,-1.495413066,-40.41339218
1/9/81,133.059998,134.759995,131.710007,133.479996,133.479996,50190000,0.315645578,-9.322493225
1/12/81,133.479996,135.880005,132.789993,133.520004,133.520004,48760000,0.029973031,-2.849173142
1/13/81,133.520004,134.270004,131.690002,133.289993,133.289993,40890000,-0.172267071,-16.14027892
1/14/81,133.289993,135.25,132.649994,133.470001,133.470001,41390000,0.135049898,1.222792859
1/15/81,133.470001,135.149994,132.440002,134.220001,134.220001,39640000,0.561924024,-4.228074414
1/16/81,134.220001,135.910004,133.350006,134.770004,134.770004,43260000,0.409777228,9.132189707
1/19/81,134.770004,135.860001,133.509995,134.369995,134.369995,36470000,-0.296808628,-15.69579288
1/20/81,134.369995,135.300003,131.259995,131.649994,131.649994,41750000,-2.024262187,14.47765287
1/21/81,131.649994,132.479996,129.929993,131.360001,131.360001,39190000,-0.220275741,-6.131736527
1/22/81,131.360001,132.080002,129.229996,130.259995,130.259995,39880000,-0.837397984,1.760653228
1/23/81,130.259995,131.339996,129,130.229996,130.229996,37220000,-0.023030095,-6.67001003
1/26/81,130.229996,131.179993,128.570007,129.839996,129.839996,35380000,-0.299470177,-4.943578721
1/27/81,129.839996,131.949997,129.320007,131.119995,131.119995,42260000,0.985827972,19.4460147
1/28/81,131.119995,132.410004,129.820007,130.339996,130.339996,36690000,-0.594874184,-13.18031235
1/29/81,130.339996,131.779999,128.970001,130.240005,130.240005,38170000,-0.076715516,4.033796675
1/30/81,130.240005,131.649994,128.610001,129.550003,129.550003,41160000,-0.52979267,7.833376998
2/2/81,129.479996,129.479996,125.82,126.910004,126.910004,44070000,-2.037822415,7.069970845
2/3/81,126.910004,128.919998,125.889999,128.460007,128.460007,45950000,1.221340281,4.265940549
2/4/81,128.460007,129.710007,127.290001,128.589996,128.589996,45520000,0.101190248,-0.935799782
2/5/81,128.589996,130.490005,127.989998,129.630005,129.630005,45320000,0.80877909,-0.439367311
2/6/81,129.630005,131.809998,129.029999,130.600006,130.600006,45820000,0.748284319,1.103265666
2/9/81,130.600006,131.389999,128.610001,129.270004,129.270004,38330000,-1.018378207,-16.34657355
2/10/81,129.270004,130.190002,128.050003,129.240005,129.240005,40820000,-0.023206466,6.496217062
2/11/81,129.240005,129.919998,127.599998,128.240005,128.240005,37770000,-0.773754226,-7.471827536
2/12/81,128.240005,128.949997,126.779999,127.480003,127.480003,34700000,-0.592640339,-8.12814403
2/13/81,127.480003,128.339996,126.040001,126.980003,126.980003,33360000,-0.392218378,-3.86167147
2/17/81,126.980003,128.75,126.43,127.809998,127.809998,37940000,0.65364229,13.72901679
2/18/81,127.809998,129.25,127.089996,128.479996,128.479996,40410000,0.524214076,6.510279389
2/19/81,128.479996,129.070007,125.980003,126.610001,126.610001,41630000,-1.455475606,3.019054689
2/20/81,126.610001,127.650002,124.660004,126.580002,126.580002,41900000,-0.023694021,0.648570742
2/23/81,126.580002,128.279999,125.690002,127.349998,127.349998,39590000,0.60830778,-5.513126492
